2117.8,0,0
2112,0,0
2106.2,0,0
2100.5,0,0
2094.7,0,0
2089,0,0
2083.4,0,0
2077.7,0,0
2072.1,0,0
2066.6,0,0
2061,0,0
2055.5,0,0
2050,0,0
2044.6,0,0
2039.1,0,0
2033.7,0,0
2028.4,0,0
2023,0,0
2017.7,0,0
2012.4,0,0
2007.1,0,0
2001.9,0,0
1996.7,0,0
1991.5,0,0
1986.4,0,0
1981.3,0,0
1976.2,0,0
1971.1,0,0
1966,0,0
1961,0,0
1956,0,0
1951.1,0,0
1946.1,0,0
1941.2,0,0
1936.3,0,0
1931.4,0,0
1926.6,0,0
1921.8,0,0
1917,0,0
1912.2,0,0
1907.4,0,0
1902.7,0,0
1898,0,0
1893.3,0,0
1888.7,0,0
1884.1,0,0
1879.4,0,0
1874.9,0,0
1870.3,0,0
1865.7,0,0
1861.2,0,0
1856.7,0,0
1852.2,0,0
1847.8,0,0
1843.4,0,0
1838.9,0,0
1834.5,0,0
1830.2,0,0
1825.8,0,0
1821.5,0,0
1817.2,0,0
1812.9,0,0
1808.6,0,0
1804.4,0,0
1800.1,0,0
1795.9,0,0
1791.7,0,0
1787.6,0,0
1783.4,0,0
1779.3,0,0
1775.2,0,0
1771.1,0,0
1767,0,0
1763,0,0
1758.9,0,0
1754.9,0,0
1750.9,0,0
1746.9,0,0
1743,0,0
1739,0,0
1735.1,0,0
1731.2,0,0
1727.3,0,0
1723.4,0,0
1719.5,0,0
1715.7,0,0
1711.9,0,0
1708.1,0,0
1704.3,0,0
1700.5,0,0
1696.7,0,0
1693,0,0
1689.3,0,0
1685.6,0.00021836,0.14602
1681.9,0.00038403,0.2592
1678.2,0.00062793,0.34776
1674.5,0.00096345,0.43037
1670.9,0.0014469,0.50892
1667.3,0.0021815,0.56665
1663.7,0.0032479,0.60556
1660.1,0.0047049,0.65916
1656.5,0.0066603,0.74481
1652.9,0.0092341,0.84034
1649.4,0.012481,0.92145
1645.8,0.016571,0.98728
1642.3,0.021867,1.0457
1638.8,0.028924,1.0991
1635.3,0.038509,1.1466
1631.8,0.0515,1.1925
1628.4,0.069274,1.2456
1624.9,0.094957,1.3065
1621.5,0.13273,1.3672
1618.1,0.18558,1.4287
1614.7,0.25614,1.4955
1611.3,0.34455,1.5598
1607.9,0.44482,1.6174
1604.6,0.55457,1.6744
1601.2,0.67747,1.7341
1597.9,0.80946,1.7919
1594.6,0.93233,1.8403
1591.3,1,1.8725
1588,0.94352,1.8884
1584.7,0.74184,1.8957
1581.4,0.46378,1.9104
1578.2,0.22465,1.9498
1575,0.096062,1.9825
1571.7,0.065308,1.85
1568.5,0.11113,1.6071
1565.3,0.22056,1.4432
1562.1,0.31412,1.3103
1559,0.31495,1.1973
1555.8,0.23403,1.1749
1552.7,0.15029,1.3979
1549.5,0.15992,1.8721
1546.4,0.28917,2.1526
1543.3,0.47823,2.2004
1540.2,0.65651,2.132
1537.1,0.76502,2.0117
1534.1,0.77303,1.8766
1531,0.69413,1.7475
1528,0.56665,1.6396
1524.9,0.43429,1.5741
1521.9,0.3373,1.5688
1518.9,0.28845,1.5926
1515.9,0.26024,1.5942
1512.9,0.22689,1.564
1509.9,0.18804,1.5123
1507,0.15103,1.4551
1504,0.12026,1.4152
1501.1,0.098168,1.404
1498.2,0.08328,1.4125
1495.2,0.071219,1.4249
1492.3,0.059574,1.4312
1489.4,0.049147,1.4241
1486.6,0.041177,1.4008
1483.7,0.035537,1.3689
1480.8,0.031214,1.3401
1478,0.027461,1.3218
1475.1,0.024069,1.3152
1472.3,0.02103,1.3129
1469.5,0.018371,1.305
1466.7,0.016057,1.2906
1463.9,0.013892,1.2753
1461.1,0.011756,1.2634
1458.3,0.0097005,1.2584
1455.6,0.0078252,1.2591
1452.8,0.0062368,1.2579
1450.1,0.0050075,1.2497
1447.3,0.0040895,1.2369
1444.6,0.0033684,1.2224
1441.9,0.0027596,1.2077
1439.2,0.0022305,1.1951
1436.5,0.0017717,1.1865
1433.8,0.0013905,1.182
1431.1,0.0010928,1.1814
1428.5,0.00086888,1.1833
1425.8,0.00069667,1.1877
1423.2,0.0005574,1.1945
1420.6,0.00044068,1.2023
1417.9,0.00034349,1.2071
1415.3,0.00026491,1.2069
1412.7,0.00020393,1.2012
1410.1,0.00015828,1.1932
1407.5,0.00012561,1.1872
1405,0.00010298,1.1873
1402.4,0,0
1399.8,0,0
1397.3,0,0
1394.8,0,0
1392.2,0,0
1389.7,0,0
1387.2,0,0
1384.7,0,0
1382.2,0,0
1379.7,0,0
1377.3,0,0
1374.8,0,0
1372.3,0,0
1369.9,0,0
1367.4,0,0
1365,0,0
1362.6,0,0
1360.2,0,0
1357.8,0,0
1355.4,0,0
1353,0,0
1350.6,0,0
1348.2,0,0
1345.9,0,0
1343.5,0,0
1341.2,0,0
1338.8,0,0
1336.5,0,0
1334.2,0,0
1331.9,0,0
1329.6,0,0
1327.3,0,0
1325,0,0
1322.7,0,0
1320.4,0,0
1318.2,0,0
1315.9,0,0
1313.6,0,0
1311.4,0,0
1309.2,0,0
1306.9,0,0
1304.7,0,0
1302.5,0,0
1300.3,0,0
1298.1,0,0
1295.9,0,0
1293.7,0,0
1291.6,0,0
1289.4,0,0
1287.2,0,0
1285.1,0,0
1282.9,0,0
1280.8,0,0
1278.7,0,0
1276.5,0,0
1274.4,0,0
1272.3,0,0
1270.2,0,0
1268.1,0,0
1266,0,0
1263.9,0,0
1261.8,0,0
1259.8,0,0
1257.7,0,0
1255.7,0,0
1253.6,0,0
1251.6,0,0
1249.5,0,0
1247.5,0,0
1245.5,0,0
1243.5,0,0
